Severity,CWE,Tool_A_Alert,Tool_B_Alert,Tool_A_Rule,Tool_B_Rule,Line,TruePositive
N/A,N/A,0,1,8,8,28,1
N/A,N/A,0,1,8,6,52,1
N/A,N/A,0,1,8,1,34,1
N/A,N/A,0,1,8,38,55,0
N/A,N/A,0,1,8,38,35,0
N/A,N/A,0,1,8,14,30,0
N/A,N/A,0,1,8,1,31,1
N/A,N/A,0,1,8,16,83,0
N/A,N/A,0,1,8,16,51,0
N/A,N/A,0,1,8,2,44,1
N/A,N/A,0,1,8,38,78,0
N/A,N/A,0,1,8,12,34,1
N/A,N/A,0,1,8,22,31,0
N/A,N/A,0,1,8,1,35,1
N/A,N/A,0,1,8,15,42,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,14,44,0
N/A,N/A,0,1,8,16,56,0
N/A,N/A,0,1,8,2,50,1
N/A,N/A,0,1,8,1,30,1
N/A,N/A,0,1,8,30,37,1
N/A,N/A,0,1,8,38,94,0
N/A,N/A,0,1,8,22,36,0
N/A,N/A,0,1,8,38,124,0
N/A,N/A,0,1,8,27,73,0
N/A,N/A,0,1,8,38,55,0
N/A,N/A,0,1,8,1,53,1
N/A,N/A,0,1,8,22,70,0
N/A,N/A,0,1,8,22,105,0
N/A,N/A,0,1,8,38,65,0
N/A,N/A,0,1,8,38,33,0
N/A,N/A,0,1,8,27,32,0
N/A,N/A,0,1,8,26,60,0
N/A,N/A,0,1,8,26,38,0
N/A,N/A,0,1,8,15,55,0
N/A,N/A,0,1,8,15,33,0
N/A,N/A,0,1,8,22,60,0
N/A,N/A,0,1,8,38,57,0
N/A,N/A,0,1,8,38,32,0
N/A,N/A,0,1,8,27,103,0
N/A,N/A,0,1,8,27,65,0
N/A,N/A,0,1,8,38,82,0
N/A,N/A,0,1,8,25,36,1
N/A,N/A,0,1,8,20,37,1
N/A,N/A,0,1,8,22,34,0
N/A,N/A,0,1,8,4,35,1
N/A,N/A,0,1,8,14,31,0
N/A,N/A,0,1,8,14,36,0
N/A,N/A,0,1,8,25,36,1
N/A,N/A,0,1,8,14,36,0
N/A,N/A,0,1,8,11,46,1
N/A,N/A,0,1,8,24,66,0
N/A,N/A,0,1,8,22,70,0
N/A,N/A,0,1,8,3,44,1
N/A,N/A,0,1,8,22,128,0
N/A,N/A,0,1,8,38,124,0
N/A,N/A,0,1,8,38,94,0
N/A,N/A,0,1,8,3,61,1
N/A,N/A,0,1,8,22,68,0
N/A,N/A,0,1,8,22,101,0
N/A,N/A,0,1,8,16,51,0
N/A,N/A,0,1,8,2,31,1
N/A,N/A,0,1,8,1,41,1
N/A,N/A,0,1,8,1,42,0
N/A,N/A,0,1,8,1,36,1
N/A,N/A,0,1,8,14,38,0
N/A,N/A,0,1,8,16,36,1
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,4,27,1
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,20,59,0
N/A,N/A,0,1,8,20,32,0
N/A,N/A,0,1,8,20,37,1
N/A,N/A,0,1,8,22,34,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,22,22,0
N/A,N/A,0,1,8,3,42,1
N/A,N/A,0,1,8,38,54,0
N/A,N/A,0,1,8,16,95,0
N/A,N/A,0,1,8,38,89,0
N/A,N/A,0,1,8,16,60,0
N/A,N/A,0,1,8,2,52,1
N/A,N/A,0,1,8,16,37,0
N/A,N/A,0,1,8,12,44,1
N/A,N/A,0,1,8,1,37,1
N/A,N/A,0,1,8,1,32,1
N/A,N/A,0,1,8,22,40,0
N/A,N/A,0,1,8,30,37,0
N/A,N/A,0,1,8,26,42,0
N/A,N/A,0,1,8,15,63,0
N/A,N/A,0,1,8,26,68,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,22,111,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,64,0
N/A,N/A,0,1,8,27,103,0
N/A,N/A,0,1,8,22,125,0
N/A,N/A,0,1,8,22,82,0
N/A,N/A,0,1,8,22,100,0
N/A,N/A,0,1,8,22,113,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,22,66,0
N/A,N/A,0,1,8,4,36,1
N/A,N/A,0,1,8,22,94,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,27,87,0
N/A,N/A,0,1,8,22,113,0
N/A,N/A,0,1,8,22,84,0
N/A,N/A,0,1,8,1,39,1
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,12,33,1
N/A,N/A,0,1,8,4,31,1
N/A,N/A,0,1,8,2,41,0
N/A,N/A,0,1,8,22,36,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,26,133,0
N/A,N/A,0,1,8,38,80,0
N/A,N/A,0,1,8,22,148,0
N/A,N/A,0,1,8,15,128,0
N/A,N/A,0,1,8,22,179,0
N/A,N/A,0,1,8,27,151,0
N/A,N/A,0,1,8,22,51,0
N/A,N/A,0,1,8,22,63,0
N/A,N/A,0,1,8,22,55,0
N/A,N/A,0,1,8,24,49,0
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,1,34,1
N/A,N/A,0,1,8,38,60,0
N/A,N/A,0,1,8,38,40,0
N/A,N/A,0,1,8,27,134,0
N/A,N/A,0,1,8,27,153,0
N/A,N/A,0,1,8,27,52,0
N/A,N/A,0,1,8,27,77,0
N/A,N/A,0,1,8,27,120,0
N/A,N/A,0,1,8,16,57,0
N/A,N/A,0,1,8,27,186,0
N/A,N/A,0,1,8,27,84,0
N/A,N/A,0,1,8,3,26,1
N/A,N/A,0,1,8,1,28,1
N/A,N/A,0,1,8,6,49,1
N/A,N/A,0,1,8,12,32,1
N/A,N/A,0,1,8,27,148,0
N/A,N/A,0,1,8,3,110,1
N/A,N/A,0,1,8,2,40,1
N/A,N/A,0,1,8,14,38,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,25,36,1
N/A,N/A,0,1,8,22,77,0
N/A,N/A,0,1,8,27,99,0
N/A,N/A,0,1,8,27,62,0
N/A,N/A,0,1,8,22,120,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,22,106,0
N/A,N/A,0,1,8,22,96,0
N/A,N/A,0,1,8,22,143,0
N/A,N/A,0,1,8,22,159,0
N/A,N/A,0,1,8,22,64,0
N/A,N/A,0,1,8,22,73,0
N/A,N/A,0,1,8,27,76,0
N/A,N/A,0,1,8,22,129,0
N/A,N/A,0,1,8,22,108,0
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,27,132,0
N/A,N/A,0,1,8,14,31,0
N/A,N/A,0,1,8,22,48,0
N/A,N/A,0,1,8,26,34,1
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,27,51,0
N/A,N/A,0,1,8,22,72,0
N/A,N/A,0,1,8,22,113,0
N/A,N/A,0,1,8,22,84,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,27,87,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,1,34,1
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,12,44,1
N/A,N/A,0,1,8,24,127,1
N/A,N/A,0,1,8,2,128,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,4,36,1
N/A,N/A,0,1,8,22,90,0
N/A,N/A,0,1,8,27,114,0
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,9,126,0
N/A,N/A,0,1,8,27,76,0
N/A,N/A,0,1,8,22,64,0
N/A,N/A,0,1,8,16,53,0
N/A,N/A,0,1,8,9,148,0
N/A,N/A,0,1,8,22,111,0
N/A,N/A,0,1,8,22,73,0
N/A,N/A,0,1,8,9,48,0
N/A,N/A,0,1,8,22,138,0
N/A,N/A,0,1,8,3,49,1
N/A,N/A,0,1,8,38,39,0
N/A,N/A,0,1,8,3,53,1
N/A,N/A,0,1,8,9,92,0
N/A,N/A,0,1,8,22,106,0
N/A,N/A,0,1,8,27,70,0
N/A,N/A,0,1,8,27,109,0
N/A,N/A,0,1,8,22,61,0
N/A,N/A,0,1,8,22,116,0
N/A,N/A,0,1,8,22,38,0
N/A,N/A,0,1,8,22,67,0
N/A,N/A,0,1,8,22,129,0
N/A,N/A,0,1,8,22,90,0
N/A,N/A,0,1,8,27,106,0
N/A,N/A,0,1,8,22,113,0
N/A,N/A,0,1,8,22,132,0
N/A,N/A,0,1,8,22,103,0
N/A,N/A,0,1,8,22,36,0
N/A,N/A,0,1,8,27,69,0
N/A,N/A,0,1,8,22,60,0
N/A,N/A,0,1,8,22,66,0
N/A,N/A,0,1,8,27,142,0
N/A,N/A,0,1,8,27,70,0
N/A,N/A,0,1,8,27,111,0
N/A,N/A,0,1,8,27,47,0
N/A,N/A,0,1,8,27,173,0
N/A,N/A,0,1,8,27,77,0
N/A,N/A,0,1,8,27,126,0
N/A,N/A,0,1,8,25,29,1
N/A,N/A,0,1,8,4,44,1
N/A,N/A,0,1,8,14,40,0
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,2,45,0
N/A,N/A,0,1,8,22,38,0
N/A,N/A,0,1,8,38,41,0
N/A,N/A,0,1,8,22,29,0
N/A,N/A,0,1,8,38,78,0
N/A,N/A,0,1,8,30,145,1
N/A,N/A,0,1,8,2,146,0
N/A,N/A,0,1,8,3,29,1
N/A,N/A,0,1,8,38,46,0
N/A,N/A,0,1,8,38,61,0
N/A,N/A,0,1,8,14,43,0
N/A,N/A,0,1,8,20,30,1
N/A,N/A,0,1,8,14,27,0
N/A,N/A,0,1,8,14,47,0
N/A,N/A,0,1,8,1,47,1
N/A,N/A,0,1,8,4,32,1
N/A,N/A,0,1,8,25,36,1
N/A,N/A,0,1,8,4,31,1
N/A,N/A,0,1,8,3,33,1
N/A,N/A,0,1,8,14,29,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,20,33,0
N/A,N/A,0,1,8,20,46,0
N/A,N/A,0,1,8,2,46,1
N/A,N/A,0,1,8,2,47,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,38,35,0
N/A,N/A,0,1,8,4,34,1
N/A,N/A,0,1,8,12,49,1
N/A,N/A,0,1,8,14,33,0
N/A,N/A,0,1,8,22,44,0
N/A,N/A,0,1,8,1,137,1
N/A,N/A,0,1,8,27,150,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,1,40,1
N/A,N/A,0,1,8,14,37,0
N/A,N/A,0,1,8,14,75,0
N/A,N/A,0,1,8,3,136,1
N/A,N/A,0,1,8,38,80,0
N/A,N/A,0,1,8,22,51,0
N/A,N/A,0,1,8,1,52,1
N/A,N/A,0,1,8,22,40,0
N/A,N/A,0,1,8,22,78,0
N/A,N/A,0,1,8,27,88,0
N/A,N/A,0,1,8,3,33,1
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,1,50,1
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,1,41,0
N/A,N/A,0,1,8,22,148,0
N/A,N/A,0,1,8,22,172,0
N/A,N/A,0,1,8,22,60,0
N/A,N/A,0,1,8,27,151,0
N/A,N/A,0,1,8,14,30,0
N/A,N/A,0,1,8,22,108,0
N/A,N/A,0,1,8,22,62,0
N/A,N/A,0,1,8,2,144,0
N/A,N/A,0,1,8,38,91,0
N/A,N/A,0,1,8,22,154,0
N/A,N/A,0,1,8,22,178,0
N/A,N/A,0,1,8,22,66,0
N/A,N/A,0,1,8,27,157,0
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,24,59,0
N/A,N/A,0,1,8,22,206,0
N/A,N/A,0,1,8,22,76,0
N/A,N/A,0,1,8,22,179,0
N/A,N/A,0,1,8,27,182,0
N/A,N/A,0,1,8,4,26,1
N/A,N/A,0,1,8,4,51,0
N/A,N/A,0,1,8,1,46,1
N/A,N/A,0,1,8,38,48,0
N/A,N/A,0,1,8,32,34,0
N/A,N/A,0,1,8,27,75,0
N/A,N/A,0,1,8,22,73,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,22,25,0
N/A,N/A,0,1,8,6,27,1
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,1,41,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,27,99,0
N/A,N/A,0,1,8,22,106,0
N/A,N/A,0,1,8,22,29,0
N/A,N/A,0,1,8,22,83,0
N/A,N/A,0,1,8,22,96,0
N/A,N/A,0,1,8,22,125,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,2,37,1
N/A,N/A,0,1,8,1,48,1
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,27,78,0
N/A,N/A,0,1,8,1,60,1
N/A,N/A,0,1,8,22,102,0
N/A,N/A,0,1,8,22,75,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,12,50,1
N/A,N/A,0,1,8,22,34,0
N/A,N/A,0,1,8,20,37,1
N/A,N/A,0,1,8,12,45,1
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,1,50,1
N/A,N/A,0,1,8,33,59,1
N/A,N/A,0,1,8,1,40,1
N/A,N/A,0,1,8,1,44,1
N/A,N/A,0,1,8,2,57,1
N/A,N/A,0,1,8,2,58,0
N/A,N/A,0,1,8,14,27,0
N/A,N/A,0,1,8,1,55,1
N/A,N/A,0,1,8,1,39,1
N/A,N/A,0,1,8,1,40,0
N/A,N/A,0,1,8,11,39,1
N/A,N/A,0,1,8,22,56,0
N/A,N/A,0,1,8,22,22,0
N/A,N/A,0,1,8,4,32,1
N/A,N/A,0,1,8,2,33,0
N/A,N/A,0,1,8,14,47,0
N/A,N/A,0,1,8,38,40,0
N/A,N/A,0,1,8,3,35,1
N/A,N/A,0,1,8,26,93,1
N/A,N/A,0,1,8,38,86,0
N/A,N/A,0,1,8,22,48,0
N/A,N/A,0,1,8,22,55,0
N/A,N/A,0,1,8,38,84,0
N/A,N/A,0,1,8,6,130,1
N/A,N/A,0,1,8,38,30,0
N/A,N/A,0,1,8,11,38,1
N/A,N/A,0,1,8,24,64,0
N/A,N/A,0,1,8,22,76,0
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,14,33,0
N/A,N/A,0,1,8,8,37,1
N/A,N/A,0,1,8,12,32,1
N/A,N/A,0,1,8,24,99,0
N/A,N/A,0,1,8,22,42,0
N/A,N/A,0,1,8,2,47,0
N/A,N/A,0,1,8,2,46,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,30,30,1
N/A,N/A,0,1,8,31,28,1
N/A,N/A,0,1,8,1,41,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,27,57,0
N/A,N/A,0,1,8,1,39,1
N/A,N/A,0,1,8,22,79,0
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,8,42,1
N/A,N/A,0,1,8,27,89,0
N/A,N/A,0,1,8,22,135,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,22,169,0
N/A,N/A,0,1,8,33,65,1
N/A,N/A,0,1,8,22,80,0
N/A,N/A,0,1,8,22,86,0
N/A,N/A,0,1,8,22,116,0
N/A,N/A,0,1,8,27,138,0
N/A,N/A,0,1,8,22,146,0
N/A,N/A,0,1,8,33,187,0
N/A,N/A,0,1,8,33,158,0
N/A,N/A,0,1,8,8,35,1
N/A,N/A,0,1,8,9,91,0
N/A,N/A,0,1,8,12,36,1
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,25,29,1
N/A,N/A,0,1,8,14,40,0
N/A,N/A,0,1,8,11,34,1
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,22,53,0
N/A,N/A,0,1,8,27,56,0
N/A,N/A,0,1,8,22,77,0
N/A,N/A,0,1,8,16,56,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,22,24,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,25,35,1
N/A,N/A,0,1,8,38,52,1
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,20,32,1
N/A,N/A,0,1,8,22,29,0
N/A,N/A,0,1,8,1,52,1
N/A,N/A,0,1,8,14,50,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,9,37,0
N/A,N/A,0,1,8,14,40,0
N/A,N/A,0,1,8,22,67,0
N/A,N/A,0,1,8,22,92,0
N/A,N/A,0,1,8,27,70,0
N/A,N/A,0,1,8,22,43,0
N/A,N/A,0,1,8,3,119,1
N/A,N/A,0,1,8,38,75,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,1,31,1
N/A,N/A,0,1,8,4,31,1
N/A,N/A,0,1,8,14,42,0
N/A,N/A,0,1,8,1,26,1
N/A,N/A,0,1,8,2,39,1
N/A,N/A,0,1,8,38,41,0
N/A,N/A,0,1,8,30,33,1
N/A,N/A,0,1,8,2,34,0
N/A,N/A,0,1,8,38,193,0
N/A,N/A,0,1,8,38,86,0
N/A,N/A,0,1,8,22,113,0
N/A,N/A,0,1,8,22,123,0
N/A,N/A,0,1,8,9,99,0
N/A,N/A,0,1,8,22,141,0
N/A,N/A,0,1,8,22,68,0
N/A,N/A,0,1,8,22,45,0
N/A,N/A,0,1,8,27,77,0
N/A,N/A,0,1,8,27,116,0
N/A,N/A,0,1,8,22,93,0
N/A,N/A,0,1,8,22,74,0
N/A,N/A,0,1,8,25,36,1
N/A,N/A,0,1,8,1,27,1
N/A,N/A,0,1,8,27,40,0
N/A,N/A,0,1,8,16,47,0
N/A,N/A,0,1,8,4,31,1
N/A,N/A,0,1,8,4,77,0
N/A,N/A,0,1,8,4,59,0
N/A,N/A,0,1,8,16,37,0
N/A,N/A,0,1,8,8,30,1
N/A,N/A,0,1,8,10,79,0
N/A,N/A,0,1,8,22,88,0
N/A,N/A,0,1,8,22,59,0
N/A,N/A,0,1,8,1,118,1
N/A,N/A,0,1,8,14,29,0
N/A,N/A,0,1,8,1,43,1
N/A,N/A,0,1,8,27,32,0
N/A,N/A,0,1,8,33,31,1
N/A,N/A,0,1,8,20,40,1
N/A,N/A,0,1,8,22,40,0
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,4,36,1
N/A,N/A,0,1,8,6,125,1
N/A,N/A,0,1,8,38,78,0
N/A,N/A,0,1,8,13,62,0
N/A,N/A,0,1,8,25,37,1
N/A,N/A,0,1,8,13,72,0
N/A,N/A,0,1,8,25,44,1
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,1,36,1
N/A,N/A,0,1,8,27,47,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,3,32,1
N/A,N/A,0,1,8,22,117,0
N/A,N/A,0,1,8,22,103,0
N/A,N/A,0,1,8,22,57,0
N/A,N/A,0,1,8,22,80,0
N/A,N/A,0,1,8,22,34,0
N/A,N/A,0,1,8,22,93,0
N/A,N/A,0,1,8,22,52,0
N/A,N/A,0,1,8,27,96,0
N/A,N/A,0,1,8,4,30,1
N/A,N/A,0,1,8,12,49,1
N/A,N/A,0,1,8,25,36,1
N/A,N/A,0,1,8,14,30,0
N/A,N/A,0,1,8,16,43,0
N/A,N/A,0,1,8,3,33,1
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,22,95,0
N/A,N/A,0,1,8,22,46,0
N/A,N/A,0,1,8,20,37,1
N/A,N/A,0,1,8,22,34,0
N/A,N/A,0,1,8,3,93,0
N/A,N/A,0,1,8,3,110,1
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,2,38,1
N/A,N/A,0,1,8,4,29,1
N/A,N/A,0,1,8,22,79,0
N/A,N/A,0,1,8,22,103,0
N/A,N/A,0,1,8,22,47,0
N/A,N/A,0,1,8,27,82,0
N/A,N/A,0,1,8,25,30,1
N/A,N/A,0,1,8,12,45,1
N/A,N/A,0,1,8,22,29,0
N/A,N/A,0,1,8,20,32,1
N/A,N/A,0,1,8,30,54,1
N/A,N/A,0,1,8,2,55,0
N/A,N/A,0,1,8,38,95,0
N/A,N/A,0,1,8,1,29,1
N/A,N/A,0,1,8,16,42,0
N/A,N/A,0,1,8,38,37,0
N/A,N/A,0,1,8,20,77,0
N/A,N/A,0,1,8,20,38,0
N/A,N/A,0,1,8,24,131,1
N/A,N/A,0,1,8,38,218,0
N/A,N/A,0,1,8,38,80,0
N/A,N/A,0,1,8,27,178,0
N/A,N/A,0,1,8,22,167,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,20,35,1
N/A,N/A,0,1,8,2,32,1
N/A,N/A,0,1,8,3,33,1
N/A,N/A,0,1,8,14,29,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,16,41,0
N/A,N/A,0,1,8,22,71,0
N/A,N/A,0,1,8,27,68,0
N/A,N/A,0,1,8,22,65,0
N/A,N/A,0,1,8,1,50,1
N/A,N/A,0,1,8,22,90,0
N/A,N/A,0,1,8,22,41,0
N/A,N/A,0,1,8,12,27,1
N/A,N/A,0,1,8,22,55,0
N/A,N/A,0,1,8,22,24,0
N/A,N/A,0,1,8,27,138,0
N/A,N/A,0,1,8,38,81,0
N/A,N/A,0,1,8,25,50,1
N/A,N/A,0,1,8,22,33,0
N/A,N/A,0,1,8,24,33,1
N/A,N/A,0,1,8,3,118,1
N/A,N/A,0,1,8,22,125,0
N/A,N/A,0,1,8,14,38,0
N/A,N/A,0,1,8,22,26,0
N/A,N/A,0,1,8,22,65,0
N/A,N/A,0,1,8,22,36,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,27,38,0
N/A,N/A,0,1,8,22,71,0
N/A,N/A,0,1,8,22,97,0
N/A,N/A,0,1,8,22,39,0
N/A,N/A,0,1,8,27,77,0
N/A,N/A,0,1,8,1,41,1
N/A,N/A,0,1,8,27,45,0
N/A,N/A,0,1,8,27,99,0
N/A,N/A,0,1,8,4,41,1
N/A,N/A,0,1,8,22,38,0
N/A,N/A,0,1,8,3,28,1
N/A,N/A,0,1,8,16,60,0
N/A,N/A,0,1,8,16,39,0
N/A,N/A,0,1,8,1,30,1
N/A,N/A,0,1,8,1,60,1
N/A,N/A,0,1,8,16,48,0
N/A,N/A,0,1,8,22,27,0
N/A,N/A,0,1,8,22,395,0
N/A,N/A,0,1,8,22,388,0
N/A,N/A,0,1,8,27,347,0
N/A,N/A,0,1,8,27,225,0
N/A,N/A,0,1,8,22,344,0
N/A,N/A,0,1,8,22,71,0
N/A,N/A,0,1,8,22,361,0
N/A,N/A,0,1,8,22,163,0
N/A,N/A,0,1,8,27,405,0
N/A,N/A,0,1,8,22,256,0
N/A,N/A,0,1,8,27,371,0
N/A,N/A,0,1,8,22,354,0
N/A,N/A,0,1,8,22,222,0
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,1,38,1
N/A,N/A,0,1,8,1,39,0
N/A,N/A,0,1,8,22,92,0
N/A,N/A,0,1,8,27,95,0
N/A,N/A,0,1,8,27,187,0
N/A,N/A,0,1,8,22,87,0
N/A,N/A,0,1,8,14,104,0
N/A,N/A,0,1,8,22,211,0
N/A,N/A,0,1,8,22,131,0
N/A,N/A,0,1,8,22,177,0
N/A,N/A,0,1,8,14,138,0
N/A,N/A,0,1,8,22,199,0
N/A,N/A,0,1,8,22,170,0
N/A,N/A,0,1,8,27,163,0
N/A,N/A,0,1,8,22,160,0
N/A,N/A,0,1,8,27,221,0
N/A,N/A,0,1,8,14,61,0
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,22,37,0
N/A,N/A,0,1,8,12,34,1
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,24,60,0
N/A,N/A,0,1,8,22,50,0
N/A,N/A,0,1,8,38,35,0
N/A,N/A,0,1,8,22,37,0
N/A,N/A,0,1,8,25,35,1
N/A,N/A,0,1,8,22,44,0
N/A,N/A,0,1,8,3,25,1
N/A,N/A,0,1,8,11,58,1
N/A,N/A,0,1,8,14,30,0
N/A,N/A,0,1,8,1,50,0
N/A,N/A,0,1,8,2,51,0
N/A,N/A,0,1,8,3,35,0
N/A,N/A,0,1,8,2,47,1
N/A,N/A,0,1,8,38,50,0
N/A,N/A,0,1,8,1,48,1
N/A,N/A,0,1,8,27,67,0
N/A,N/A,0,1,8,6,47,1
N/A,N/A,0,1,8,27,57,0
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,22,54,0
N/A,N/A,0,1,8,22,79,0
N/A,N/A,0,1,8,1,39,1
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,27,100,0
N/A,N/A,0,1,8,27,63,0
N/A,N/A,0,1,8,20,34,1
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,1,41,0
N/A,N/A,0,1,8,1,26,1
N/A,N/A,0,1,8,11,62,1
N/A,N/A,0,1,8,24,47,0
N/A,N/A,0,1,8,22,37,0
N/A,N/A,0,1,8,27,47,0
N/A,N/A,0,1,8,26,29,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,4,41,1
N/A,N/A,0,1,8,22,35,0
N/A,N/A,0,1,8,22,30,0
N/A,N/A,0,1,8,22,83,0
N/A,N/A,0,1,8,27,59,0
N/A,N/A,0,1,8,22,56,0
N/A,N/A,0,1,8,11,33,1
N/A,N/A,0,1,8,24,59,0
N/A,N/A,0,1,8,22,71,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,38,80,0
N/A,N/A,0,1,8,38,103,0
N/A,N/A,0,1,8,38,43,0
N/A,N/A,0,1,8,8,30,1
N/A,N/A,0,1,8,14,28,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,1,32,1
N/A,N/A,0,1,8,2,31,1
N/A,N/A,0,1,8,22,57,0
N/A,N/A,0,1,8,38,114,0
N/A,N/A,0,1,8,38,150,0
N/A,N/A,0,1,8,38,70,0
N/A,N/A,0,1,8,38,66,0
N/A,N/A,0,1,8,38,146,0
N/A,N/A,0,1,8,38,110,0
N/A,N/A,0,1,8,3,123,1
N/A,N/A,0,1,8,22,62,0
N/A,N/A,0,1,8,22,36,0
N/A,N/A,0,1,8,2,128,0
N/A,N/A,0,1,8,22,49,0
N/A,N/A,0,1,8,2,127,1
N/A,N/A,0,1,8,26,38,0
N/A,N/A,0,1,8,22,28,0
N/A,N/A,0,1,8,22,44,0
N/A,N/A,0,1,8,22,56,0
N/A,N/A,0,1,8,22,101,0
N/A,N/A,0,1,8,9,115,0
N/A,N/A,0,1,8,22,32,0
N/A,N/A,0,1,8,22,89,0
N/A,N/A,0,1,8,9,136,0
N/A,N/A,0,1,8,27,104,0
N/A,N/A,0,1,8,9,40,0
N/A,N/A,0,1,8,22,64,0
N/A,N/A,0,1,8,16,45,0
N/A,N/A,0,1,8,27,67,0
N/A,N/A,0,1,8,22,127,0
N/A,N/A,0,1,8,38,79,0
N/A,N/A,0,1,8,12,29,1
N/A,N/A,0,1,8,4,128,1
N/A,N/A,0,1,8,2,129,0
N/A,N/A,0,1,8,25,31,1
N/A,N/A,0,1,8,13,50,0
N/A,N/A,0,1,8,27,133,0
N/A,N/A,0,1,8,27,85,0
N/A,N/A,0,1,8,22,51,0
N/A,N/A,0,1,8,22,130,0
